tweet_text_clean,topic
new york coronavirus deaths surpass 10000 spike cases,affected_people
global coronavirus death toll tops 180000 reaching 181235 139 pm est wednesday according jhu data,deaths_reports
coronavirus updates cases rise 25 million worldwide un warns global hunger could double put 265 milli,affected_people
seven covid19 related deaths raising total death toll south africa 65,deaths_reports
mass incarceration could add 100000 deaths us coronavirus toll study finds,deaths_reports
western cape overtake gauteng rate confirmed cases death toll kzn western cape,affected_people
india exceeded number 20000 covid19 affected cases death toll hits 652 still today 3960 cas,affected_people
tens thousands dead americans due stress mental health crime,deaths_reports
yesterday us saw highest death toll far coronavirus 2800 americans dying,deaths_reports
health minister robin swann says eight deaths occurred past 24 hours nis total death toll risen 34,deaths_reports
today thats 47000 dead americans killed toolatetrump negligence depravity vietnam dea,deaths_reports
covid19 death toll goes 65 south africa 3635 confirmed cases 133 774 conducted tests coronavirussa,deaths_reports
bbc news coronavirus hard prevent care home deaths says chris whitty gov stooge preparing cons excuses,prevention
reduce pressure health system reduce risk v high death toll unrestricted spread,prevention
paulina n correct emphasize death toll much higher must integrate future deaths rate als,deaths_reports
corrected link true uk coronavirus death toll 41000 according mortality figures office national statistics,deaths_reports
global covid19 cases surpass 26 million death toll tops 180000 johns hopkins university,affected_people
coronavirus killing far us health workers official data suggests,other_useful_information
25000 missing deaths tracking true toll coronavirus crisis via,deaths_reports
novel coronavirus death toll model warns higherthanexpected deaths august cnn,deaths_reports
true death toll coronavirus england wales april 10 41 higher uk governments da,deaths_reports
update coronavirus death toll berkscounty tops 100 according coroner positive covid19 cases 2069,deaths_reports
yes death toll hasnt reached goal opening certain states back push spread,deaths_reports
people pay attention wuhan wsj wuhans coronavirus death toll surges 50 china revision,deaths_reports
breaking news ihme model going come way low firstwave covid19 death toll cdc,deaths_reports
update today total number confirmed covid19 cases 3635 death toll risen 65,affected_people
miami herald florida coronavirus cases surpass 28300 death toll increases nearly 900,affected_people
coronavirus death toll uk twice high official figure,deaths_reports
3635 positive cases covid_19sa covid19 april 22 unfortunately also seven,affected_people
health minister zwelimkhize said 133 774 covid19 tests conducted wednesday,other_useful_information
12 coronavirus deaths recorded cheshire hospitals last 24 hours,deaths_reports
iran coronavirus death toll rises 5391 eases restrictions,deaths_reports
update uk coronavirus death toll 41 000 latest figures ons reveal uk govt using tested po,deaths_reports
breaking france reports 544 new coronavirus deaths total toll 21340 according official france kashmir,deaths_reports
5 fresh deaths reported 64 fresh covid_19 positive cases 35 discharged wednesday pune 4 deaths sassoon,affected_people
coronavirus cases sa 3635 death toll 65 read link,affected_people
regardless whether death toll 60000 600000 one month nov election trump declare mi,deaths_reports
94 new coronavirus deaths iran raising death toll 5391,deaths_reports
iran coronavirus death toll rises 94 5391 health ministry iran coronavirus deathtoll,deaths_reports
day saw highest death toll us coronavirus 2800 americans dying anyone yesterday,deaths_reports
covid19 americas death toll high economist via,deaths_reports
tip iceberg real coronavirus death toll much higher via,deaths_reports
coronavirus ni minister reveals sudden death increase came officials probed figures,deaths_reports
many 17 persons recovered covid19 discharged symbiosis hospital wednesday,treatment
korea usa 1st cases 0120 0422 death toll,other_useful_information
real reporter would ask clown public health experts predict human toll millions,other_useful_information
pandemic death toll twice high official figure,deaths_reports
update nj covid cases death toll rises 5063 positive cases reach 95865 murphy expected give briefing today 3,affected_people
yes death toll hasnt reached goal opening certain states back push spread,deaths_reports
malaysias gradual containment covid19 continued today 103 recoveries eclipsed 50 new infections reported ho,other_useful_information
us coronavirus fatalities neared 40000 highest singleday death toll tuesday donald trump demanded harva,deaths_reports
malawi wednesday reported five new covid19 cases countrys health authorities also confirmed one person ha,affected_people
deaths counted human toll,not_related_or_irrelevant
background infectious diseases laughable info graphic shared co,other_useful_information
death toll covid19 pandemic african continent reached 1205 number confirmed cases hit 251,deaths_reports
